job_title,education_level,experience_years,skills_count,industry,company_size,location,remote_work,certifications,salary
Math teacher,Diploma,0,7,Retail,Startup,Sweden,Hybrid,4,97557
Actuary,Bachelor,9,5,Telecom,Large,USA,No,5,202813
Math teacher,Bachelor,3,12,Consulting,Enterprise,Germany,Hybrid,5,168708
AI researcher,Master,18,7,Media,Enterprise,Singapore,Hybrid,1,185723
Math teacher,Diploma,14,14,Technology,Large,Singapore,No,0,165140
Data Analyst,Diploma,17,2,Finance,Startup,Remote,Hybrid,0,91545
Financial modeler,PhD,9,13,Government,Startup,Netherlands,Yes,4,147576
Math teacher,High School,13,10,Retail,Small,USA,No,3,179902
Statistician,Master,7,14,Finance,Small,UK,Yes,3,136091
Software Engineer,Diploma,1,11,Media,Medium,USA,Yes,4,140566
Financial modeler,High School,4,11,Healthcare,Small,India,Hybrid,2,68609
Software Engineer,Bachelor,4,11,Education,Small,Germany,No,5,126975
Cybersecurity Analyst,Bachelor,2,14,Media,Enterprise,Netherlands,No,0,145834
Financial modeler,Master,2,19,Finance,Enterprise,Canada,Hybrid,3,190736
Data Analyst,Bachelor,7,19,Healthcare,Startup,USA,Hybrid,2,128304
Data Scientist,Diploma,4,10,Finance,Large,Netherlands,Yes,2,133723
Financial modeler,Master,3,2,Government,Startup,Australia,Hybrid,1,112020
Actuary,Diploma,2,3,Media,Small,UK,Yes,3,134307
Operations research analyst,High School,9,9,Retail,Medium,Netherlands,No,5,147544
Actuary,PhD,4,12,Healthcare,Enterprise,Remote,No,0,177509
AI researcher,Bachelor,9,12,Technology,Medium,Germany,Hybrid,3,127977
Data Analyst,Diploma,14,8,Media,Startup,Netherlands,Yes,0,104886
Risk analyst,Master,1,2,Technology,Small,USA,Hybrid,5,149511
Operations research analyst,Master,6,18,Finance,Large,Netherlands,No,4,177007
Data Analyst,Master,20,11,Healthcare,Startup,Netherlands,Yes,0,128253
Software Engineer,Bachelor,8,12,Telecom,Enterprise,UK,Yes,1,173008
Math teacher,PhD,13,2,Technology,Enterprise,Australia,No,3,203207
Statistician,Bachelor,15,16,Technology,Small,Netherlands,Hybrid,3,118841
Software Engineer,High School,14,1,Consulting,Startup,Canada,No,0,128741
Risk analyst,High School,18,10,Consulting,Enterprise,Remote,Yes,3,180852
Math teacher,Diploma,6,5,Finance,Small,Australia,Yes,0,121272
Financial modeler,High School,16,6,Technology,Small,Remote,Hybrid,1,118907
Operations research analyst,Bachelor,16,13,Technology,Large,Netherlands,Yes,3,199814
Risk analyst,Master,5,8,Government,Startup,India,No,3,79153
Operations research analyst,Diploma,1,2,Government,Startup,Sweden,No,0,105394
Data Analyst,PhD,6,18,Consulting,Startup,UK,No,4,128031
Math teacher,Master,12,11,Technology,Medium,Remote,No,0,143468
Cybersecurity Analyst,Bachelor,1,2,Media,Startup,UK,No,2,102382
Actuary,Master,1,9,Healthcare,Small,Remote,Hybrid,3,120876
Data Scientist,Diploma,16,14,Finance,Large,Netherlands,Yes,0,163026
Actuary,Diploma,6,17,Telecom,Medium,Netherlands,Yes,5,153906
Data Scientist,Bachelor,8,15,Consulting,Enterprise,Sweden,No,3,152007
Math teacher,Diploma,4,8,Consulting,Enterprise,Australia,Hybrid,0,138636
Operations research analyst,Bachelor,11,2,Education,Enterprise,UK,Hybrid,0,206675
Risk analyst,Diploma,19,19,Telecom,Startup,Remote,Hybrid,5,145404
Data Analyst,Master,10,3,Healthcare,Large,Netherlands,Hybrid,5,123664
AI researcher,Diploma,7,3,Healthcare,Startup,Australia,Yes,0,100142
AI researcher,Master,15,17,Government,Enterprise,UK,No,3,209391
Data Scientist,High School,17,3,Consulting,Startup,Remote,Yes,2,124039
Operations research analyst,Diploma,5,8,Government,Small,India,No,1,88659
Actuary,Bachelor,19,5,Consulting,Enterprise,Canada,Yes,1,236147
Data Scientist,Master,15,9,Manufacturing,Startup,UK,Yes,1,163006
Data Analyst,High School,17,10,Finance,Medium,UK,No,5,139195
Systems analyst,PhD,13,3,Education,Medium,Netherlands,No,0,135281
Risk analyst,High School,18,5,Government,Startup,Netherlands,Yes,1,134149
Financial modeler,Bachelor,1,18,Education,Small,USA,No,0,140712
Financial modeler,Diploma,4,5,Retail,Small,Canada,Hybrid,1,127836
Operations research analyst,Bachelor,3,5,Consulting,Medium,USA,Yes,2,186321
Data Scientist,PhD,9,17,Healthcare,Enterprise,Sweden,Hybrid,4,190008
Math teacher,Master,1,14,Healthcare,Startup,Sweden,No,3,123712
Data Analyst,Bachelor,13,8,Government,Enterprise,Canada,Hybrid,2,167991
Data Analyst,Master,10,11,Government,Large,Canada,No,0,146246
Operations research analyst,PhD,5,9,Finance,Enterprise,Germany,Hybrid,3,223238
Software Engineer,PhD,7,4,Manufacturing,Large,India,No,1,98858
Math teacher,High School,15,11,Media,Small,Netherlands,Hybrid,0,133319
Operations research analyst,PhD,10,3,Government,Enterprise,UK,Hybrid,3,239341
Actuary,Bachelor,0,12,Government,Medium,Netherlands,Hybrid,2,115476
Software Engineer,Diploma,7,12,Finance,Startup,Germany,No,0,112329
Cybersecurity Analyst,PhD,9,14,Telecom,Large,Remote,No,4,170352
Data Scientist,High School,10,18,Education,Startup,UK,No,0,127680
Math teacher,High School,14,4,Finance,Enterprise,USA,Yes,4,220484
Cybersecurity Analyst,PhD,19,14,Manufacturing,Startup,Germany,Hybrid,0,174943
Cybersecurity Analyst,Master,3,16,Consulting,Large,Germany,Hybrid,1,153290
Math teacher,Diploma,7,10,Telecom,Startup,Germany,Yes,5,133287
Data Analyst,Diploma,19,1,Healthcare,Startup,Singapore,Hybrid,3,107386
Statistician,PhD,14,19,Telecom,Medium,UK,No,4,172779
Software Engineer,Master,20,19,Media,Enterprise,Netherlands,Hybrid,4,213897
Cybersecurity Analyst,Bachelor,15,4,Healthcare,Small,Netherlands,Yes,1,129144
Data Analyst,PhD,13,5,Technology,Medium,Sweden,Yes,0,124305
Math teacher,Diploma,7,4,Technology,Medium,USA,No,2,161746
Risk analyst,Master,11,14,Consulting,Enterprise,Germany,Hybrid,2,197884
Actuary,High School,0,10,Retail,Small,Singapore,Hybrid,0,102516
Data Scientist,High School,14,19,Government,Medium,Netherlands,No,0,145573
Data Analyst,PhD,6,5,Media,Small,UK,No,4,128487
AI researcher,Diploma,15,14,Education,Large,UK,Hybrid,1,169974
Financial modeler,Bachelor,18,1,Government,Enterprise,Singapore,Yes,2,175103
Operations research analyst,PhD,10,7,Healthcare,Large,USA,No,0,250140
Data Analyst,Diploma,17,16,Healthcare,Small,India,Yes,2,80375
Data Analyst,PhD,17,2,Healthcare,Small,Netherlands,No,0,129046
Financial modeler,PhD,3,12,Retail,Medium,Remote,No,0,136936
Data Scientist,Master,17,5,Finance,Large,Netherlands,Hybrid,4,179875
Math teacher,PhD,16,15,Consulting,Large,Australia,Yes,5,213421
Systems analyst,Bachelor,3,4,Technology,Medium,Germany,Hybrid,5,102575
Actuary,PhD,17,17,Finance,Enterprise,Australia,Hybrid,2,227676
Statistician,Bachelor,4,19,Healthcare,Small,Germany,Hybrid,2,97005
Math teacher,High School,1,6,Retail,Enterprise,India,Yes,3,88707
Operations research analyst,PhD,20,6,Media,Small,Netherlands,No,4,185886
Statistician,Diploma,4,19,Technology,Startup,USA,Hybrid,3,113227
Statistician,Diploma,19,7,Media,Small,UK,Yes,0,135299
Software Engineer,Master,2,8,Manufacturing,Large,Remote,No,4,135050
Software Engineer,Diploma,0,14,Telecom,Medium,Singapore,No,3,104109
AI researcher,Bachelor,3,18,Education,Small,Singapore,No,2,108087
Math teacher,High School,12,16,Healthcare,Small,Australia,Hybrid,3,130617
Actuary,Diploma,12,4,Retail,Large,Netherlands,Hybrid,0,143389
Cybersecurity Analyst,Bachelor,4,8,Telecom,Small,Australia,No,3,107528
Cybersecurity Analyst,Master,16,11,Telecom,Enterprise,Netherlands,Hybrid,3,193518
AI researcher,Master,3,13,Manufacturing,Medium,Singapore,Hybrid,5,126093
Data Scientist,High School,8,8,Retail,Startup,Canada,Hybrid,0,129562
Statistician,Diploma,16,14,Manufacturing,Large,USA,No,0,180368
Financial modeler,Bachelor,6,4,Healthcare,Enterprise,Netherlands,Yes,1,147260
Actuary,High School,17,19,Consulting,Large,Sweden,No,4,179555
Statistician,Master,6,2,Media,Startup,UK,Hybrid,1,106449
Systems analyst,Bachelor,14,11,Consulting,Enterprise,Australia,Yes,4,161818
Data Scientist,High School,0,9,Media,Enterprise,Canada,Hybrid,0,138393
Actuary,Master,17,18,Healthcare,Medium,Australia,Hybrid,4,176960
Risk analyst,PhD,5,17,Retail,Small,Germany,No,0,154574
Financial modeler,PhD,18,14,Finance,Startup,Remote,Yes,3,162239
Data Scientist,Bachelor,17,5,Healthcare,Small,Canada,No,4,162910
Risk analyst,PhD,12,15,Finance,Enterprise,Remote,Hybrid,4,200783
Operations research analyst,Bachelor,8,3,Technology,Startup,Remote,Hybrid,1,115269
Data Scientist,Bachelor,8,3,Education,Medium,Australia,Hybrid,1,123919
Data Scientist,Master,17,16,Technology,Enterprise,Remote,Yes,1,196035
Math teacher,PhD,11,13,Healthcare,Startup,Australia,Yes,1,149077
Systems analyst,Diploma,0,12,Technology,Medium,Netherlands,Yes,1,91334
Data Analyst,PhD,8,15,Consulting,Startup,Canada,Hybrid,0,124727
Cybersecurity Analyst,Diploma,19,9,Media,Small,Germany,Yes,5,166692
Statistician,High School,11,6,Education,Medium,Netherlands,Yes,2,92334
Software Engineer,Master,7,7,Retail,Small,Germany,Hybrid,5,140577
Financial modeler,Bachelor,20,8,Manufacturing,Enterprise,Singapore,No,1,181694
Statistician,Diploma,2,19,Media,Small,Singapore,No,3,82811
Data Scientist,PhD,8,9,Finance,Startup,Singapore,Hybrid,4,144712
Actuary,Diploma,4,7,Government,Startup,Singapore,Hybrid,5,114922
Data Scientist,Diploma,20,5,Media,Enterprise,Singapore,Yes,1,183019
Operations research analyst,Diploma,7,1,Government,Enterprise,Australia,No,3,168348
Data Scientist,Bachelor,9,19,Finance,Small,Australia,Hybrid,4,137784
Cybersecurity Analyst,High School,6,1,Retail,Startup,Netherlands,Hybrid,3,103475
Risk analyst,High School,19,13,Government,Startup,Sweden,Yes,2,139647
Statistician,Bachelor,11,2,Manufacturing,Startup,USA,No,3,125550
Systems analyst,Diploma,12,7,Government,Enterprise,Netherlands,Yes,5,154695
Actuary,Master,6,19,Finance,Startup,Australia,Hybrid,4,152477
Cybersecurity Analyst,High School,15,2,Consulting,Startup,Remote,Yes,4,121837
Cybersecurity Analyst,PhD,6,7,Manufacturing,Medium,Australia,Hybrid,2,138492
Data Analyst,Master,13,6,Technology,Enterprise,Netherlands,Yes,0,143746
Risk analyst,High School,6,2,Healthcare,Small,India,Hybrid,4,75135
AI researcher,High School,3,4,Telecom,Medium,India,Yes,4,64928
Financial modeler,High School,19,6,Media,Startup,Canada,Hybrid,3,149956
Math teacher,Diploma,7,14,Education,Enterprise,Australia,No,5,159433
Math teacher,High School,10,6,Media,Medium,Sweden,No,2,127921
Data Scientist,High School,14,6,Education,Startup,UK,No,0,123674
Cybersecurity Analyst,Bachelor,19,19,Government,Startup,Remote,Hybrid,4,147610
Data Scientist,High School,8,18,Healthcare,Startup,Germany,Hybrid,2,125200
Actuary,Master,12,1,Education,Medium,Netherlands,Hybrid,3,149323
Software Engineer,PhD,9,19,Technology,Enterprise,Sweden,No,0,170693
AI researcher,High School,2,7,Technology,Enterprise,Netherlands,No,2,115504
Data Scientist,PhD,15,14,Technology,Small,Canada,Yes,1,183037
Cybersecurity Analyst,Diploma,2,7,Consulting,Enterprise,Sweden,Yes,1,134216
Math teacher,Master,10,16,Healthcare,Medium,Netherlands,Yes,1,151804
Systems analyst,Diploma,10,12,Manufacturing,Enterprise,Germany,Yes,2,160607
Actuary,Diploma,7,2,Finance,Enterprise,USA,No,0,195928
Operations research analyst,Diploma,9,16,Technology,Startup,India,Yes,3,100138
Statistician,Master,18,3,Manufacturing,Large,Singapore,No,4,156682
AI researcher,Master,7,14,Government,Enterprise,Australia,Yes,3,159030
Financial modeler,Diploma,8,6,Technology,Startup,Sweden,Yes,3,118734
Cybersecurity Analyst,High School,3,17,Manufacturing,Startup,India,Hybrid,3,81006
Math teacher,PhD,0,13,Media,Large,Remote,Yes,1,160063
AI researcher,Bachelor,2,9,Consulting,Enterprise,Australia,Yes,3,126548
Cybersecurity Analyst,Bachelor,20,9,Healthcare,Startup,Singapore,Hybrid,0,138668
Math teacher,High School,18,2,Telecom,Startup,India,Yes,3,90173
Data Scientist,Diploma,5,19,Finance,Startup,USA,Yes,2,157605
Cybersecurity Analyst,High School,5,2,Media,Medium,UK,Yes,1,124606
Financial modeler,Diploma,19,11,Healthcare,Small,Canada,Hybrid,2,171880
Financial modeler,Master,7,18,Finance,Enterprise,India,Hybrid,4,136687
Actuary,Bachelor,16,12,Manufacturing,Small,Australia,Hybrid,5,159585
Data Analyst,Bachelor,9,19,Finance,Startup,Remote,No,5,107054
Data Analyst,High School,17,1,Education,Startup,Remote,Hybrid,5,104007
Financial modeler,High School,12,1,Education,Small,Sweden,Hybrid,3,119878
Statistician,Master,0,3,Consulting,Startup,India,No,2,51528
Cybersecurity Analyst,High School,2,12,Finance,Small,Australia,Yes,5,104876
Risk analyst,Diploma,4,12,Technology,Small,Canada,Hybrid,5,131977
Risk analyst,High School,9,17,Education,Enterprise,Canada,Hybrid,5,201638
Math teacher,High School,12,10,Telecom,Small,Singapore,No,3,125563
Statistician,Diploma,15,3,Telecom,Small,UK,Hybrid,2,115365
Statistician,Master,9,18,Manufacturing,Large,Netherlands,Yes,5,151391
AI researcher,PhD,19,5,Manufacturing,Medium,USA,Yes,3,222342
Data Analyst,Bachelor,20,19,Finance,Startup,USA,Yes,2,167494
Data Analyst,High School,13,14,Manufacturing,Enterprise,Remote,Hybrid,0,119577
Actuary,Bachelor,8,9,Manufacturing,Startup,UK,Hybrid,2,145247
Math teacher,PhD,7,15,Manufacturing,Enterprise,Remote,No,4,188980
Statistician,Master,16,13,Education,Startup,Germany,No,0,129547
Statistician,PhD,12,7,Government,Large,India,Hybrid,0,95478
Risk analyst,Diploma,18,3,Finance,Enterprise,India,Yes,3,130620
Data Scientist,Diploma,12,13,Media,Large,Netherlands,Yes,5,146978
Cybersecurity Analyst,High School,8,7,Retail,Startup,Netherlands,No,1,104609
Data Analyst,Bachelor,8,10,Government,Small,India,Hybrid,1,75342
Financial modeler,PhD,5,11,Media,Small,USA,Hybrid,5,175513
Math teacher,High School,10,15,Media,Enterprise,Netherlands,No,4,160381
Data Analyst,High School,4,9,Telecom,Enterprise,Sweden,No,0,95632
Systems analyst,Master,10,18,Education,Small,Singapore,No,3,136305
Actuary,High School,16,11,Education,Small,Sweden,No,4,150685
Software Engineer,Diploma,15,10,Finance,Medium,Remote,No,1,138104
Risk analyst,PhD,1,13,Telecom,Small,India,No,2,86362
AI researcher,Diploma,4,3,Telecom,Small,Remote,Yes,4,96196
Actuary,Diploma,2,16,Manufacturing,Large,Germany,No,5,161860
Data Analyst,High School,19,13,Technology,Small,Netherlands,Hybrid,3,117744
Data Scientist,Master,7,6,Government,Small,Germany,Yes,0,135334
Data Scientist,Diploma,15,11,Education,Enterprise,Canada,Yes,5,213609
AI researcher,Bachelor,20,14,Telecom,Small,Singapore,Yes,5,156705
Risk analyst,PhD,8,13,Finance,Enterprise,USA,No,1,235283
Systems analyst,PhD,10,13,Retail,Small,Remote,Yes,2,140170
Data Analyst,Diploma,11,7,Retail,Startup,USA,No,0,107290
AI researcher,Master,15,17,Government,Small,Singapore,Yes,3,150553
Data Analyst,Master,17,4,Technology,Medium,Canada,No,5,161548
Financial modeler,High School,0,11,Education,Medium,Australia,Yes,3,107076
Software Engineer,Master,10,17,Telecom,Medium,India,Hybrid,2,99618
Financial modeler,High School,1,16,Retail,Startup,India,Hybrid,0,57472
Operations research analyst,PhD,20,15,Retail,Large,Sweden,Hybrid,2,223547
Data Scientist,Master,14,3,Telecom,Startup,Singapore,Hybrid,1,132707
Statistician,Master,16,4,Telecom,Medium,UK,Yes,4,162347
Financial modeler,High School,4,4,Education,Enterprise,Sweden,Hybrid,2,130445
Risk analyst,Master,1,19,Telecom,Startup,Netherlands,No,4,118572
Data Analyst,Master,2,8,Consulting,Small,India,Hybrid,2,69715
Systems analyst,High School,17,8,Education,Startup,UK,Yes,3,148271
Software Engineer,Diploma,7,5,Consulting,Startup,UK,No,4,111873
Risk analyst,Master,3,6,Healthcare,Startup,USA,No,2,143477
Statistician,Master,12,14,Healthcare,Large,UK,No,1,155398
Software Engineer,Bachelor,14,5,Manufacturing,Medium,Germany,Yes,1,153883
Statistician,Diploma,5,11,Education,Large,Canada,Yes,3,122158
Systems analyst,PhD,3,7,Education,Large,Australia,No,5,130751
Statistician,Bachelor,1,3,Technology,Small,India,Hybrid,2,49366
Math teacher,Master,6,18,Manufacturing,Large,Netherlands,Hybrid,3,174150
Operations research analyst,Diploma,3,12,Retail,Medium,Sweden,Hybrid,4,144626
Operations research analyst,Bachelor,11,10,Telecom,Startup,Netherlands,No,4,148760
Data Analyst,Bachelor,2,18,Manufacturing,Startup,Germany,Hybrid,4,95660
Financial modeler,Master,14,9,Media,Startup,Singapore,Hybrid,0,130054
AI researcher,Diploma,14,19,Consulting,Enterprise,Germany,Yes,5,192938
Financial modeler,High School,12,18,Finance,Enterprise,Canada,Hybrid,4,206693
Financial modeler,High School,1,11,Consulting,Small,Sweden,Hybrid,1,95951
Risk analyst,Bachelor,6,19,Manufacturing,Enterprise,Singapore,Yes,3,176607
Software Engineer,High School,20,15,Education,Enterprise,Singapore,No,4,177307
AI researcher,Master,1,6,Healthcare,Small,Australia,Yes,1,111507
Statistician,PhD,20,17,Government,Enterprise,Netherlands,Hybrid,4,183380
Statistician,High School,2,9,Telecom,Startup,USA,Yes,1,93712
Data Scientist,Diploma,14,9,Telecom,Small,USA,No,4,163647
Systems analyst,Bachelor,20,7,Government,Small,Germany,Yes,4,155796
Software Engineer,Master,12,1,Finance,Medium,India,No,1,96011
Data Analyst,Master,9,17,Education,Medium,Sweden,Hybrid,4,124869
Math teacher,Diploma,18,8,Government,Large,Remote,No,1,162707
Math teacher,Master,16,7,Retail,Enterprise,Germany,Yes,4,225006
Financial modeler,High School,20,5,Technology,Large,Australia,No,4,168574
Operations research analyst,Bachelor,0,14,Education,Medium,Singapore,No,3,125767
Data Scientist,Master,14,1,Retail,Enterprise,Australia,No,5,182347
Operations research analyst,PhD,4,7,Media,Enterprise,USA,Hybrid,0,245037
Financial modeler,Master,12,13,Education,Large,USA,Yes,2,234528
Math teacher,Diploma,14,7,Healthcare,Large,Sweden,Hybrid,2,162400
Financial modeler,PhD,1,13,Telecom,Large,Australia,No,3,147701
Systems analyst,Master,17,13,Technology,Enterprise,Sweden,Hybrid,1,180034
Statistician,Diploma,19,4,Finance,Large,Sweden,Yes,3,148521
Cybersecurity Analyst,Bachelor,5,8,Finance,Startup,UK,No,3,138509
Financial modeler,Master,5,15,Healthcare,Medium,Singapore,No,2,128286
Math teacher,Bachelor,14,12,Media,Large,Germany,Yes,5,200571
Financial modeler,Diploma,20,12,Technology,Medium,Germany,No,2,175948
Risk analyst,Master,19,14,Healthcare,Large,Germany,Hybrid,3,212759
Cybersecurity Analyst,High School,20,7,Retail,Enterprise,Singapore,Yes,3,189173
Data Scientist,High School,11,9,Manufacturing,Enterprise,Singapore,No,3,143129
Actuary,Diploma,2,15,Finance,Medium,Singapore,Yes,2,128615
Actuary,High School,11,11,Government,Medium,Netherlands,Yes,2,150115
Risk analyst,PhD,4,13,Media,Startup,Canada,No,5,157873
Actuary,PhD,1,17,Government,Medium,Singapore,Yes,0,150638
Financial modeler,PhD,0,6,Consulting,Medium,Germany,No,2,138100
Risk analyst,Diploma,14,5,Retail,Startup,Canada,No,2,149065
AI researcher,High School,18,11,Telecom,Medium,Sweden,Yes,3,147043
Math teacher,High School,13,3,Telecom,Startup,Singapore,Hybrid,3,122772
AI researcher,PhD,3,18,Technology,Large,India,Hybrid,3,105495
Systems analyst,High School,14,18,Consulting,Large,USA,No,4,186373
Risk analyst,Bachelor,14,18,Finance,Startup,USA,No,2,179224
Risk analyst,Bachelor,5,4,Finance,Startup,India,Yes,2,76983
Financial modeler,Diploma,4,14,Consulting,Large,Australia,Yes,4,133361
